vessel_id,timestamp,lat,lon,speed_knots,heading_deg,linked_slick_id
259007432,2026-08-15T23:01:57Z,9.91983,75.58307,9.5,153.1,SLK-0049
259007432,2026-08-15T23:16:57Z,9.87846,75.60407,10.5,150.9,SLK-0049
259007432,2026-08-15T23:31:57Z,9.84741,75.62527,9.6,156.9,SLK-0049
259007432,2026-08-15T23:46:57Z,9.80641,75.63844,9.8,155.7,SLK-0049
259007432,2026-08-16T00:01:57Z,9.76696,75.66355,9.7,152.1,SLK-0049
259007432,2026-08-16T00:16:57Z,9.7349,75.67943,9.7,159.2,SLK-0049
259007432,2026-08-16T00:31:57Z,9.6999,75.69505,10.6,152.9,SLK-0049
259007432,2026-08-16T00:46:57Z,9.65415,75.71926,10.7,153.4,SLK-0049
259015569,2026-08-26T17:41:45Z,9.63797,76.59156,15.799999999999999,330.3,SLK-0075
259015569,2026-08-26T17:56:45Z,9.69132,76.56076,15.1,332.7,SLK-0075
259015569,2026-08-26T18:11:45Z,9.75112,76.52356,15.6,327.6,SLK-0075
259015569,2026-08-26T18:26:45Z,9.80294,76.49028,15.5,333.4,SLK-0075
259015569,2026-08-26T18:41:45Z,9.86127,76.45937,16.0,327.2,SLK-0075
259015569,2026-08-26T18:56:45Z,9.9075,76.43331,15.399999999999999,333.9,SLK-0075
259024972,2026-06-02T04:44:53Z,9.55429,76.17204,18.3,345.0,
259024972,2026-06-02T05:04:53Z,9.64878,76.14209,18.6,341.0,
259024972,2026-06-02T05:24:53Z,9.74326,76.11213,18.0,349.1,
259024972,2026-06-02T05:44:53Z,9.83775,76.08218,17.8,337.7,
259024972,2026-06-02T06:04:53Z,9.93224,76.05223,17.6,347.9,
259024972,2026-06-02T06:24:53Z,10.02672,76.02227,17.3,339.5,
259050573,2026-07-12T13:07:01Z,9.90676,75.98016,8.1,226.2,
259050573,2026-07-12T13:27:01Z,9.87675,75.95411,7.8999999999999995,224.3,
259050573,2026-07-12T13:47:01Z,9.84674,75.92806,6.699999999999999,215.7,
259050573,2026-07-12T14:07:01Z,9.81673,75.90201,6.3999999999999995,220.9,
259050573,2026-07-12T14:27:01Z,9.78671,75.87596,7.199999999999999,226.2,
259050573,2026-07-12T14:47:01Z,9.7567,75.84991,7.1,214.6,
259050573,2026-07-12T15:07:01Z,9.72669,75.82386,7.699999999999999,217.4,
259050573,2026-07-12T15:27:01Z,9.69668,75.79781,7.3999999999999995,221.3,
259050573,2026-07-12T15:47:01Z,9.66667,75.77175,7.8,215.2,
259182606,2026-07-21T09:07:38Z,9.85606,76.1096,13.0,295.8,
259182606,2026-07-21T09:27:38Z,9.88318,76.04279,13.4,286.4,
259182606,2026-07-21T09:47:38Z,9.91029,75.97599,13.3,299.8,
259182606,2026-07-21T10:07:38Z,9.93741,75.90918,13.600000000000001,287.3,
259182606,2026-07-21T10:27:38Z,9.96453,75.84237,13.0,287.3,
259182606,2026-07-21T10:47:38Z,9.99164,75.77556,12.9,297.2,
259182606,2026-07-21T11:07:38Z,10.01876,75.70876,12.0,286.5,
259182606,2026-07-21T11:27:38Z,10.04588,75.64195,12.200000000000001,287.0,
259182606,2026-07-21T11:47:38Z,10.073,75.57514,12.9,298.0,
259182606,2026-07-21T12:07:38Z,10.10011,75.50834,11.9,300.1,
259182606,2026-07-21T12:27:38Z,10.12723,75.44153,12.8,290.2,
259182606,2026-07-21T12:47:38Z,10.15435,75.37472,12.9,291.2,
259191088,2026-08-05T16:37:53Z,9.84851,76.14983,10.200000000000001,257.1,SLK-0033
259191088,2026-08-05T16:52:53Z,9.8404,76.11013,11.100000000000001,255.8,SLK-0033
259191088,2026-08-05T17:07:53Z,9.82568,76.06236,10.0,254.7,SLK-0033
259191088,2026-08-05T17:22:53Z,9.8169,76.01933,11.100000000000001,258.6,SLK-0033
259191088,2026-08-05T17:37:53Z,9.80748,75.97931,11.600000000000001,257.8,SLK-0033
259191088,2026-08-05T17:52:53Z,9.80045,75.92744,10.200000000000001,259.8,SLK-0033
259191088,2026-08-05T18:07:53Z,9.79557,75.89055,10.600000000000001,262.8,SLK-0033
259191088,2026-08-05T18:22:53Z,9.78347,75.84536,10.600000000000001,253.1,SLK-0033
259191088,2026-08-05T18:37:53Z,9.77933,75.8002,10.200000000000001,262.4,SLK-0033
259269495,2026-08-17T16:16:34Z,9.70257,76.5249,4.3,174.5,SLK-0028
259269495,2026-08-17T16:31:34Z,9.68578,76.52477,3.4000000000000004,170.7,SLK-0028
259269495,2026-08-17T16:46:34Z,9.6709,76.52851,4.6000000000000005,171.9,SLK-0028
259269495,2026-08-17T17:01:34Z,9.65114,76.52931,3.7,172.5,SLK-0028
259269495,2026-08-17T17:16:34Z,9.63282,76.53468,3.6,173.1,SLK-0028
259269495,2026-08-17T17:31:34Z,9.60964,76.53854,3.6,165.2,SLK-0028
259269495,2026-08-17T17:46:34Z,9.59516,76.53336,4.5,169.9,SLK-0028
259269658,2026-06-09T12:06:59Z,9.81036,76.25753,5.6000000000000005,4.8,SLK-0038
259269658,2026-06-09T12:21:59Z,9.8314,76.2576,5.300000000000001,5.1,SLK-0038
259269658,2026-06-09T12:36:59Z,9.85288,76.25906,5.0,1.8,SLK-0038
259269658,2026-06-09T12:51:59Z,9.87002,76.25561,5.6000000000000005,11.7,SLK-0038
259269658,2026-06-09T13:06:59Z,9.89106,76.26026,5.0,9.2,SLK-0038
259269658,2026-06-09T13:21:59Z,9.91634,76.2656,4.6000000000000005,5.3,SLK-0038
259269658,2026-06-09T13:36:59Z,9.9397,76.26372,4.5,11.1,SLK-0038
259455884,2026-06-21T11:35:42Z,9.85072,76.64643,11.9,220.1,SLK-0063
259455884,2026-06-21T11:50:42Z,9.81408,76.61449,12.7,216.6,SLK-0063
259455884,2026-06-21T12:05:42Z,9.7723,76.58193,11.5,214.0,SLK-0063
259455884,2026-06-21T12:20:42Z,9.73774,76.54747,12.299999999999999,218.9,SLK-0063
259455884,2026-06-21T12:35:42Z,9.69839,76.5133,11.6,214.7,SLK-0063
259455884,2026-06-21T12:50:42Z,9.6533,76.48399,11.7,219.7,SLK-0063
259455884,2026-06-21T13:05:42Z,9.61308,76.45402,12.7,216.4,SLK-0063
259455884,2026-06-21T13:20:42Z,9.57646,76.42772,12.0,214.2,SLK-0063
259455884,2026-06-21T13:35:42Z,9.53106,76.39383,12.4,223.3,SLK-0063
259634216,2026-08-06T13:32:39Z,10.48238,76.31623,8.100000000000001,163.1,SLK-0007
259634216,2026-08-06T13:47:39Z,10.44729,76.32605,8.100000000000001,165.8,SLK-0007
259634216,2026-08-06T14:02:39Z,10.41984,76.33543,8.0,160.0,SLK-0007
259634216,2026-08-06T14:17:39Z,10.38827,76.3383,8.4,171.5,SLK-0007
259634216,2026-08-06T14:32:39Z,10.34633,76.35033,8.100000000000001,169.1,SLK-0007
259634216,2026-08-06T14:47:39Z,10.31676,76.3629,7.700000000000001,170.5,SLK-0007
259641395,2026-07-07T12:32:05Z,10.20505,76.12185,11.3,274.2,SLK-0001
259641395,2026-07-07T12:47:05Z,10.20064,76.07223,11.9,272.5,SLK-0001
259641395,2026-07-07T13:02:05Z,10.19928,76.02018,11.8,269.4,SLK-0001
259641395,2026-07-07T13:17:05Z,10.20009,75.97583,11.4,265.2,SLK-0001
259641395,2026-07-07T13:32:05Z,10.20026,75.93058,11.8,263.6,SLK-0001
259641395,2026-07-07T13:47:05Z,10.20207,75.87995,11.9,266.3,SLK-0001
259641395,2026-07-07T14:02:05Z,10.19465,75.82531,10.7,270.9,SLK-0001
259641395,2026-07-07T14:17:05Z,10.1974,75.78474,11.9,268.3,SLK-0001
259641395,2026-07-07T14:32:05Z,10.18975,75.73256,12.0,268.3,SLK-0001
259674916,2026-06-16T18:19:54Z,10.185,76.54285,19.5,52.1,
259674916,2026-06-16T18:39:54Z,10.25996,76.61852,19.5,48.8,
259674916,2026-06-16T18:59:54Z,10.33493,76.69418,18.7,48.2,
259674916,2026-06-16T19:19:54Z,10.40989,76.76985,19.3,42.7,
259674916,2026-06-16T19:39:54Z,10.48486,76.84552,18.1,43.0,
259674916,2026-06-16T19:59:54Z,10.55982,76.92118,18.8,40.8,
259674916,2026-06-16T20:19:54Z,10.63479,76.99685,19.0,51.6,
259677665,2026-06-29T09:52:54Z,10.18661,75.76903,13.0,84.7,SLK-0116
259677665,2026-06-29T10:07:54Z,10.18389,75.82366,12.6,79.6,SLK-0116
259677665,2026-06-29T10:22:54Z,10.19223,75.88117,12.7,86.3,SLK-0116
259677665,2026-06-29T10:37:54Z,10.19664,75.93798,13.4,88.3,SLK-0116
259677665,2026-06-29T10:52:54Z,10.20156,75.99138,12.4,88.4,SLK-0116
259677665,2026-06-29T11:07:54Z,10.21233,76.04558,12.6,87.4,SLK-0116
259677665,2026-06-29T11:22:54Z,10.2135,76.09843,13.8,89.5,SLK-0116
259704331,2026-06-23T17:14:26Z,9.91156,76.2021,9.700000000000001,158.3,SLK-0045
259704331,2026-06-23T17:29:26Z,9.86551,76.21782,10.5,159.6,SLK-0045
259704331,2026-06-23T17:44:26Z,9.83314,76.2305,9.200000000000001,161.9,SLK-0045
259704331,2026-06-23T17:59:26Z,9.791,76.24792,10.6,152.6,SLK-0045
259704331,2026-06-23T18:14:26Z,9.75153,76.26434,10.3,158.3,SLK-0045
259704331,2026-06-23T18:29:26Z,9.72058,76.27738,10.1,159.1,SLK-0045
259832197,2026-08-18T19:09:03Z,10.01766,75.66351,8.8,163.5,SLK-0077
259832197,2026-08-18T19:24:03Z,9.98816,75.67922,8.600000000000001,155.4,SLK-0077
259832197,2026-08-18T19:39:03Z,9.95995,75.695,8.9,161.9,SLK-0077
259832197,2026-08-18T19:54:03Z,9.91919,75.69945,7.700000000000001,160.7,SLK-0077
259832197,2026-08-18T20:09:03Z,9.8905,75.71562,7.800000000000001,162.5,SLK-0077
259832197,2026-08-18T20:24:03Z,9.85718,75.7274,9.0,157.9,SLK-0077
259832197,2026-08-18T20:39:03Z,9.83085,75.7379,9.100000000000001,158.4,SLK-0077
259832197,2026-08-18T20:54:03Z,9.78972,75.74549,9.100000000000001,159.1,SLK-0077
259905992,2026-07-05T05:39:16Z,9.79104,76.43283,8.5,171.4,SLK-0044
259905992,2026-07-05T05:54:16Z,9.76086,76.4373,8.5,180.9,SLK-0044
259905992,2026-07-05T06:09:16Z,9.7249,76.43747,8.8,181.6,SLK-0044
259905992,2026-07-05T06:24:16Z,9.68751,76.43889,8.600000000000001,172.9,SLK-0044
259905992,2026-07-05T06:39:16Z,9.65345,76.44439,8.100000000000001,172.1,SLK-0044
259905992,2026-07-05T06:54:16Z,9.6248,76.44746,8.4,175.2,SLK-0044
259905992,2026-07-05T07:09:16Z,9.5864,76.45231,8.700000000000001,176.4,SLK-0044
259905992,2026-07-05T07:24:16Z,9.55499,76.44914,8.0,179.7,SLK-0044
371070164,2026-08-14T10:35:50Z,10.00548,75.53087,17.4,143.5,SLK-0071
371070164,2026-08-14T10:50:50Z,9.94519,75.58071,17.7,138.6,SLK-0071
371070164,2026-08-14T11:05:50Z,9.89329,75.62802,17.3,139.5,SLK-0071
371070164,2026-08-14T11:20:50Z,9.83152,75.6807,17.2,137.3,SLK-0071
371070164,2026-08-14T11:35:50Z,9.77586,75.73199,17.3,144.9,SLK-0071
371070164,2026-08-14T11:50:50Z,9.7215,75.78282,17.9,143.7,SLK-0071
371070164,2026-08-14T12:05:50Z,9.66955,75.83181,16.9,139.8,SLK-0071
371070164,2026-08-14T12:20:50Z,9.6076,75.87414,18.3,141.0,SLK-0071
371070164,2026-08-14T12:35:50Z,9.54983,75.92541,18.4,140.5,SLK-0071
371076789,2026-08-10T04:53:46Z,9.65246,75.87319,12.0,6.5,SLK-0103
371076789,2026-08-10T05:08:46Z,9.70689,75.87976,11.9,9.2,SLK-0103
371076789,2026-08-10T05:23:46Z,9.75226,75.87937,11.6,5.0,SLK-0103
371076789,2026-08-10T05:38:46Z,9.80448,75.88479,12.799999999999999,4.9,SLK-0103
371076789,2026-08-10T05:53:46Z,9.85829,75.89713,12.4,2.4,SLK-0103
371076789,2026-08-10T06:08:46Z,9.90532,75.90194,12.799999999999999,10.8,SLK-0103
371076789,2026-08-10T06:23:46Z,9.95923,75.90828,12.6,10.4,SLK-0103
371076789,2026-08-10T06:38:46Z,10.01105,75.91326,11.799999999999999,9.8,SLK-0103
371076789,2026-08-10T06:53:46Z,10.05939,75.91445,11.6,8.1,SLK-0103
371171467,2026-07-31T13:16:02Z,9.20762,75.34541,16.299999999999997,63.7,SLK-0046
371171467,2026-07-31T13:31:02Z,9.24134,75.41422,15.799999999999999,68.9,SLK-0046
371171467,2026-07-31T13:46:02Z,9.26115,75.47888,16.9,65.5,SLK-0046
371171467,2026-07-31T14:01:02Z,9.29497,75.53808,15.7,65.2,SLK-0046
371171467,2026-07-31T14:16:02Z,9.31984,75.60908,16.7,71.8,SLK-0046
371171467,2026-07-31T14:31:02Z,9.34756,75.6654,16.099999999999998,65.3,SLK-0046
371171467,2026-07-31T14:46:02Z,9.37758,75.727,16.5,66.8,SLK-0046
371262218,2026-06-09T11:51:59Z,9.59078,76.47028,12.0,334.2,SLK-0038
371262218,2026-06-09T12:06:59Z,9.63411,76.44751,13.299999999999999,328.9,SLK-0038
371262218,2026-06-09T12:21:59Z,9.67565,76.42071,11.9,331.8,SLK-0038
371262218,2026-06-09T12:36:59Z,9.7263,76.39827,13.0,333.4,SLK-0038
371262218,2026-06-09T12:51:59Z,9.77481,76.37304,12.299999999999999,331.4,SLK-0038
371262218,2026-06-09T13:06:59Z,9.81747,76.3482,12.299999999999999,325.8,SLK-0038
371262218,2026-06-09T13:21:59Z,9.86739,76.32453,12.6,326.5,SLK-0038
371262218,2026-06-09T13:36:59Z,9.90945,76.29519,12.6,336.9,SLK-0038
371577590,2026-07-10T10:25:19Z,9.41897,76.14365,14.6,303.3,SLK-0037
371577590,2026-07-10T10:40:19Z,9.46214,76.09105,15.2,306.8,SLK-0037
371577590,2026-07-10T10:55:19Z,9.49576,76.03944,15.4,300.6,SLK-0037
371577590,2026-07-10T11:10:19Z,9.52896,75.99217,15.0,301.5,SLK-0037
371577590,2026-07-10T11:25:19Z,9.57359,75.93707,14.299999999999999,311.5,SLK-0037
371577590,2026-07-10T11:40:19Z,9.6041,75.88787,14.5,307.8,SLK-0037
371577590,2026-07-10T11:55:19Z,9.64072,75.83864,14.7,307.9,SLK-0037
371577590,2026-07-10T12:10:19Z,9.67869,75.78136,15.7,302.0,SLK-0037
371578317,2026-08-24T02:39:00Z,9.64675,75.39899,8.7,48.8,SLK-0064
371578317,2026-08-24T02:54:00Z,9.66862,75.41966,7.7,45.8,SLK-0064
371578317,2026-08-24T03:09:00Z,9.69047,75.44468,7.9,49.8,SLK-0064
371578317,2026-08-24T03:24:00Z,9.7162,75.46816,8.4,47.7,SLK-0064
